"taxon","estimate","std_error","pval","pval_adj","comparison"
"1",-0.210632404987866,0.33766476150231,1,1,"cent vs eld"
"2",0.236755668937871,0.24950618074926,0.999522922556206,0.999522922556206,"cent vs eld"
"3",2.46767371102865,0.397168853378958,2.66872596157669e-07,2.66872596157669e-07,"cent vs eld"
"4",-0.445687724162957,0.232245562546763,0.398210376170685,0.398210376170685,"cent vs eld"
"5",1.30307085739204,0.388180937260062,0.0157312741848843,0.0157312741848843,"cent vs eld"
"6",-0.489764874333352,0.304204797363276,0.616111620007076,0.616111620007076,"cent vs eld"
"7",-1.12876120003167,0.509161963637752,0.264152131424075,0.264152131424075,"cent vs eld"
"8",-0.472271165541067,0.34813163634319,0.82623812669785,0.82623812669785,"cent vs eld"
"9",1.01290661039105,0.247887249929864,0.00253327599434804,0.00253327599434804,"cent vs eld"
"10",3.52213479574089,0.429374122269032,9.51504711820045e-12,9.51504711820045e-12,"cent vs eld"
"11",0.259781814104039,0.368375167120836,1,1,"cent vs eld"
"12",0.173702673170827,0.335696615638226,1,1,"cent vs eld"
"13",-0.00561330516756553,0.24859480149873,1,1,"cent vs eld"
"14",0.0249963218934407,0.283011136262903,1,1,"cent vs eld"
"15",-1.22611303137556,0.422616092789566,0.0561956363533562,0.0561956363533562,"cent vs eld"
"16",-1.1795516378881,0.256283318944275,0.000281189565897422,0.000281189565897422,"cent vs eld"
"17",-1.2238675315703,0.507844725005896,0.202011776410882,0.202011776410882,"cent vs eld"
"18",-0.111618505197204,0.260888211369064,1,1,"cent vs eld"
"19",0.0835566979430022,0.346689812393609,1,1,"cent vs eld"
"20",1.80867078684332,0.245995428588274,9.3627395094307e-10,9.3627395094307e-10,"cent vs eld"
"21",-0.28670114564692,0.300715432737209,0.995459796607805,0.995459796607805,"cent vs eld"
"22",-1.68921468416201,0.315747733249111,1.35549729399519e-05,1.35549729399519e-05,"cent vs eld"
"23",-0.626212874197613,0.283061572177662,0.2471049842329,0.2471049842329,"cent vs eld"
"24",3.58761588877045,0.518770548119086,5.97137662650159e-08,5.97137662650159e-08,"cent vs eld"
"25",-1.13047731569706,0.398456804668535,0.0658340447173711,0.0658340447173711,"cent vs eld"
"26",0.507393146787114,0.34705580091401,0.727930296850785,0.727930296850785,"cent vs eld"
"27",-0.0451690926493707,0.304451796618293,1,1,"cent vs eld"
"28",2.9766470785775,0.514845492214185,3.76274716333458e-06,3.76274716333458e-06,"cent vs eld"
"29",-1.78850652964744,0.273931120722457,6.07533742294197e-08,6.07533742294197e-08,"cent vs eld"
"30",-0.069185563962543,0.233431344339003,1,1,"cent vs eld"
"31",-2.63424425791648,0.499887481002035,3.15952835864042e-05,3.15952835864042e-05,"cent vs eld"
"32",-0.125921174710476,0.253360834548215,1,1,"cent vs eld"
"33",0.448703247972731,0.413671217427635,0.977555981061378,0.977555981061378,"cent vs eld"
"34",1.11036123783388,0.368863962057873,0.0402513647000718,0.0402513647000718,"cent vs eld"
"35",-0.211116603666218,0.283994348145787,1,1,"cent vs eld"
"36",-0.385211602499474,0.25107030848148,0.678328073354581,0.678328073354581,"cent vs eld"
"37",0.3948446525114,0.309156631151995,0.878093367744405,0.878093367744405,"cent vs eld"
"38",-0.0725517195717305,0.265761069569794,1,1,"cent vs eld"
"39",2.86873275911713,0.430316311041368,2.08112328084472e-07,2.08112328084472e-07,"cent vs eld"
"40",1.18456986568935,0.484915875589013,0.156965952541466,0.156965952541466,"cent vs eld"
"41",-2.2783207932096,0.531140705171733,0.00123369641274328,0.00123369641274328,"cent vs eld"
"42",2.2500453928993,0.435837629009046,6.94923381475238e-05,6.94923381475238e-05,"cent vs eld"
"43",0.216333262769069,0.415927856839444,1,1,"cent vs eld"
"44",1.01476958396346,0.308993397405434,0.0239780420037573,0.0239780420037573,"cent vs eld"
"45",0.321382059466285,0.537400195118828,0.98830621970518,0.98830621970518,"cent vs eld"
"46",0.871282699192055,0.325029434110398,0.0879466428999249,0.0879466428999249,"cent vs eld"
"47",1.62117565419665,0.520315836559967,0.0462449915615334,0.0462449915615334,"cent vs eld"
"48",-0.271467195033052,0.510601257809137,0.973241387416653,0.973241387416653,"cent vs eld"
"49",-1.2050718659712,0.331883347313586,0.00759999526120771,0.00759999526120771,"cent vs eld"
"50",-0.56580667793577,0.262581082635439,0.274547210450687,0.274547210450687,"cent vs eld"
"51",-0.505778123631205,0.3951220864417,0.885897864128497,0.885897864128497,"cent vs eld"
"52",0.613001305854377,0.275498605820912,0.230463297929333,0.230463297929333,"cent vs eld"
"53",-1.50097196468796,0.443110738454407,0.0183764073367496,0.0183764073367496,"cent vs eld"
"54",1.90802737726392,0.456660750944348,0.00261968674729749,0.00261968674729749,"cent vs eld"
"55",-1.21704148554863,0.405666834343739,0.0503838232827838,0.0503838232827838,"cent vs eld"
"56",1.92563367034251,0.339095320907098,4.46788897201e-06,4.46788897201e-06,"cent vs eld"
"57",-0.654853022042345,0.424901157293071,0.673226714237324,0.673226714237324,"cent vs eld"
"58",-1.60102705062857,0.356495029610499,0.000460299012846125,0.000460299012846125,"cent vs eld"
"59",0.203355903017769,0.304708462220172,0.999253095061606,0.999253095061606,"cent vs eld"
"60",0.282455709085468,0.405013631637954,0.979228288691786,0.979228288691786,"cent vs eld"
"61",-0.458177296122823,0.363688814612784,0.880693793329186,0.880693793329186,"cent vs eld"
"62",1.50720328769028,0.286170119782658,2.01416133916853e-05,2.01416133916853e-05,"cent vs eld"
"63",-1.26034005178986,0.400644621044316,0.0347523788492721,0.0347523788492721,"cent vs eld"
"64",0.224216994424364,0.499134888400824,0.952452373109744,0.952452373109744,"cent vs eld"
"65",0.96714864454168,0.323109779502275,0.0461408591027733,0.0461408591027733,"cent vs eld"
"66",-0.667840056710596,0.357645201134161,0.442088313587124,0.442088313587124,"cent vs eld"
"67",2.02313837856485,0.502581010782633,0.00222245553545243,0.00222245553545243,"cent vs eld"
"68",-0.654493655470628,0.326963610775628,0.360441747724058,0.360441747724058,"cent vs eld"
"69",2.32597526564581,0.450627877719482,0.000166521817343951,0.000166521817343951,"cent vs eld"
