"taxon","estimate","std_error","pval","pval_adj","comparison"
"1",-0.276719601714397,0.337722482839522,0.658549367688597,0.658549367688597,"cent vs eld"
"2",0.172218798757996,0.249470864375919,0.699735949862474,0.699735949862474,"cent vs eld"
"3",2.40207157215619,0.396969206627855,0.00510477236970694,0.00510477236970694,"cent vs eld"
"4",-0.511580012284492,0.232532254015349,0.422422802523873,0.422422802523873,"cent vs eld"
"5",1.23869228587355,0.387921325446255,0.230532572032637,0.230532572032637,"cent vs eld"
"6",-0.552965423351922,0.303965831183234,0.470553772576869,0.470553772576869,"cent vs eld"
"7",-1.16954637775562,0.506572177724456,0.367721321172554,0.367721321172554,"cent vs eld"
"8",-0.546476470520291,0.34806551353091,0.518472127071438,0.518472127071438,"cent vs eld"
"9",0.957082729738169,0.246093265773242,0.197747313994593,0.197747313994593,"cent vs eld"
"10",3.45759446152375,0.430549739260404,6.85886863594829e-06,6.85886863594829e-06,"cent vs eld"
"11",0.185628163233464,0.369849159210593,0.777035820007641,0.777035820007641,"cent vs eld"
"12",0.10903567832815,0.335289325203607,0.791414169178998,0.791414169178998,"cent vs eld"
"13",-0.0702340611631983,0.248426567189707,0.72226576192091,0.72226576192091,"cent vs eld"
"14",-0.0394929619697431,0.283042937799902,0.769975765627067,0.769975765627067,"cent vs eld"
"15",-1.28550524607698,0.420334772823578,0.227734153664629,0.227734153664629,"cent vs eld"
"16",-1.24581635098436,0.256755875945435,0.0996166940963969,0.0996166940963969,"cent vs eld"
"17",-1.28198608894535,0.503427374237942,0.301167922771178,0.301167922771178,"cent vs eld"
"18",-0.176917784744711,0.260851752371954,0.648758408772625,0.648758408772625,"cent vs eld"
"19",0.00311801117896653,0.35062343548916,0.838034304937943,0.838034304937943,"cent vs eld"
"20",1.74410467004777,0.245887125205763,0.0126397416899404,0.0126397416899404,"cent vs eld"
"21",-0.34366102420328,0.299717438139367,0.583954058699852,0.583954058699852,"cent vs eld"
"22",-1.75771731063721,0.316217345516387,0.0373951420004661,0.0373951420004661,"cent vs eld"
"23",-0.687625792362093,0.280345424027923,0.383927738491001,0.383927738491001,"cent vs eld"
"24",3.50587785331264,0.519664431296329,0.000488747290048872,0.000488747290048872,"cent vs eld"
"25",-1.20000553201335,0.399908931889744,0.237112180765633,0.237112180765633,"cent vs eld"
"26",0.433880381484245,0.346435415333115,0.660666133781318,0.660666133781318,"cent vs eld"
"27",-0.108204438000165,0.303269825070968,0.740388980147876,0.740388980147876,"cent vs eld"
"28",2.92872428295316,0.513701050387497,0.00246016602873503,0.00246016602873503,"cent vs eld"
"29",-1.84736405758763,0.273440141117997,0.0177302291676988,0.0177302291676988,"cent vs eld"
"30",-0.138504569160054,0.233415094266229,0.648196970363314,0.648196970363314,"cent vs eld"
"31",-2.71328381301376,0.499365323861499,0.0127890410069073,0.0127890410069073,"cent vs eld"
"32",-0.188770716768825,0.253853886739694,0.634206706972955,0.634206706972955,"cent vs eld"
"33",0.385031959713308,0.413404967147312,0.721866121475997,0.721866121475997,"cent vs eld"
"34",1.04343322857614,0.369025713591275,0.320222224570815,0.320222224570815,"cent vs eld"
"35",-0.278377606310145,0.28392602388338,0.602712098586693,0.602712098586693,"cent vs eld"
"36",-0.444334064610067,0.250444767432196,0.472078839649453,0.472078839649453,"cent vs eld"
"37",0.339952643155876,0.307575143488862,0.669317375684751,0.669317375684751,"cent vs eld"
"38",-0.133624063218579,0.266402082734679,0.687177617554687,0.687177617554687,"cent vs eld"
"39",2.81826434170181,0.42706299949891,0.00129856853577727,0.00129856853577727,"cent vs eld"
"40",1.14585204062297,0.483816296598951,0.401521524591199,0.401521524591199,"cent vs eld"
"41",-2.30318221460337,0.523194029160745,0.0447173451836456,0.0447173451836456,"cent vs eld"
"42",2.17798970922034,0.435951216318437,0.0219872666077544,0.0219872666077544,"cent vs eld"
"43",0.138512868173361,0.418379031962234,0.820440573610715,0.820440573610715,"cent vs eld"
"44",0.94807514481522,0.307451234781966,0.295511461441102,0.295511461441102,"cent vs eld"
"45",0.207101716117855,0.541724373133834,0.840802153966169,0.840802153966169,"cent vs eld"
