"taxon","estimate","std_error","pval","pval_adj","comparison"
"1",-0.207399665815814,0.337415911722531,0.888759979832255,0.888759979832255,"cent vs eld"
"2",0.241145597127507,0.249532554992825,0.768568968356544,0.768568968356544,"cent vs eld"
"3",2.47277412399617,0.397160079578104,1.02249564604728e-05,1.02249564604728e-05,"cent vs eld"
"4",-0.442028514748446,0.232358223715927,0.496837893210579,0.496837893210579,"cent vs eld"
"5",1.30921825576803,0.388198264910037,0.0615179229371077,0.0615179229371077,"cent vs eld"
"6",-0.487655362472258,0.304629610474683,0.606626189087046,0.606626189087046,"cent vs eld"
"7",-1.10957196422969,0.506024178975316,0.366039936053365,0.366039936053365,"cent vs eld"
"8",-0.46872025202254,0.347835010166251,0.707455132739117,0.707455132739117,"cent vs eld"
"9",1.02119265105151,0.246913391582409,0.036762767336781,0.036762767336781,"cent vs eld"
"10",3.52322998576074,0.43012228326744,1.42406475976192e-09,1.42406475976192e-09,"cent vs eld"
"11",0.259356241181952,0.368263445062457,0.864324297846684,0.864324297846684,"cent vs eld"
"12",0.178909407996099,0.335421332276999,0.896268189049351,0.896268189049351,"cent vs eld"
"13",-0.000120820741484671,0.248717196890959,0.925944290932743,0.925944290932743,"cent vs eld"
"14",0.0325213285942681,0.282948089348723,0.928144171122429,0.928144171122429,"cent vs eld"
"15",-1.20653471718556,0.418605842287919,0.133160861657462,0.133160861657462,"cent vs eld"
"16",-1.17803898635767,0.257269103092244,0.00846137657128645,0.00846137657128645,"cent vs eld"
"17",-1.19403466012544,0.50366720141248,0.30215226263616,0.30215226263616,"cent vs eld"
"18",-0.105181732647198,0.260706540872142,0.89329043288143,0.89329043288143,"cent vs eld"
"19",0.0937349111193088,0.345755860345335,0.933179984513656,0.933179984513656,"cent vs eld"
"20",1.81567633379806,0.246062820739009,4.5949647493743e-06,4.5949647493743e-06,"cent vs eld"
"21",-0.270712984247919,0.299721216516147,0.815216604140754,0.815216604140754,"cent vs eld"
"22",-1.68764402629556,0.315990184432923,0.000383888496917515,0.000383888496917515,"cent vs eld"
"23",-0.616189422903973,0.281417948757233,0.39218737975968,0.39218737975968,"cent vs eld"
"24",3.58902514036253,0.521442994009676,1.90332663957618e-06,1.90332663957618e-06,"cent vs eld"
"25",-1.13738767721181,0.401326754229393,0.151097623041978,0.151097623041978,"cent vs eld"
"26",0.508995207280232,0.347084368657755,0.649474417040535,0.649474417040535,"cent vs eld"
"27",-0.0449724634811862,0.302309305696042,0.942023852958312,0.942023852958312,"cent vs eld"
"28",2.99978832086025,0.512514871714441,2.62426020663032e-05,2.62426020663032e-05,"cent vs eld"
"29",-1.78366495052104,0.273671770611483,1.02456670127994e-05,1.02456670127994e-05,"cent vs eld"
"30",-0.0636132972182784,0.233621737569961,0.895269729602816,0.895269729602816,"cent vs eld"
"31",-2.63757679364684,0.498828592521712,0.000140825682503524,0.000140825682503524,"cent vs eld"
"32",-0.120530134454559,0.254118512059762,0.876988195477104,0.876988195477104,"cent vs eld"
"33",0.452603796123979,0.413919592135848,0.789670310630807,0.789670310630807,"cent vs eld"
"34",1.11210778701392,0.369654890730196,0.113754909212391,0.113754909212391,"cent vs eld"
"35",-0.210107478997895,0.283703689679855,0.845243933446331,0.845243933446331,"cent vs eld"
"36",-0.377473223840967,0.250529111458587,0.624636639050234,0.624636639050234,"cent vs eld"
"37",0.407539036164961,0.307927280090857,0.68958309235226,0.68958309235226,"cent vs eld"
"38",-0.0684114463647043,0.264454746229231,0.911746747447654,0.911746747447654,"cent vs eld"
"39",2.86657235857202,0.42846315980562,3.79937266140809e-06,3.79937266140809e-06,"cent vs eld"
"40",1.21331820949202,0.482774949524858,0.227292694783721,0.227292694783721,"cent vs eld"
"41",-2.2693905655769,0.527806218602378,0.00359207863314434,0.00359207863314434,"cent vs eld"
"42",2.26492612857725,0.436618644564248,0.000402790262668211,0.000402790262668211,"cent vs eld"
"43",0.206465931320808,0.416123875267694,0.91626509933608,0.91626509933608,"cent vs eld"
"44",1.0141433543716,0.310488370278654,0.0907120026454456,0.0907120026454456,"cent vs eld"
"45",0.278291441884086,0.540455279056224,0.920674674170127,0.920674674170127,"cent vs eld"
"46",0.886478852954808,0.325267241255265,0.19554575965778,0.19554575965778,"cent vs eld"
"47",1.59150584528847,0.520182225203703,0.100162671574989,0.100162671574989,"cent vs eld"
"48",-0.341065074717825,0.506550321870698,0.87670435290732,0.87670435290732,"cent vs eld"
"49",-1.2091477255952,0.33253357639951,0.0439578278928569,0.0439578278928569,"cent vs eld"
"50",-0.556007633216199,0.26206954368613,0.423650689153091,0.423650689153091,"cent vs eld"
"51",-0.504746846095584,0.396261271234798,0.736363112976527,0.736363112976527,"cent vs eld"
"52",0.619048600681684,0.276584928750057,0.362392961556601,0.362392961556601,"cent vs eld"
"53",-1.47316126018847,0.442388112325516,0.0597522580547658,0.0597522580547658,"cent vs eld"
"54",1.92162253746791,0.452639750392566,0.00654266727668545,0.00654266727668545,"cent vs eld"
"55",-1.23446994398781,0.408778149749519,0.120460231568945,0.120460231568945,"cent vs eld"
"56",1.91880341014669,0.336084811407836,0.000180392075767802,0.000180392075767802,"cent vs eld"
"57",-0.651384164032082,0.426533297900545,0.64485214903472,0.64485214903472,"cent vs eld"
"58",-1.60202863268854,0.358728467855625,0.00442909231099215,0.00442909231099215,"cent vs eld"
"59",0.208749695777786,0.303308532532247,0.852353946055155,0.852353946055155,"cent vs eld"
"60",0.299663328915505,0.404651800739737,0.857910777448192,0.857910777448192,"cent vs eld"
"61",-0.433891667880741,0.358392502453542,0.751088467767817,0.751088467767817,"cent vs eld"
"62",1.5121733370656,0.285974515733856,0.00193425152348534,0.00193425152348534,"cent vs eld"
"63",-1.25356724051403,0.399815665078775,0.09161360887537,0.09161360887537,"cent vs eld"
"64",0.237274209533629,0.496013932033153,0.870230642103474,0.870230642103474,"cent vs eld"
"65",0.970983756725994,0.324751970220624,0.133224439409398,0.133224439409398,"cent vs eld"
"66",-0.675186583280412,0.359488903306303,0.511677819179869,0.511677819179869,"cent vs eld"
"67",2.03051146163703,0.50368531153825,0.00779380622436525,0.00779380622436525,"cent vs eld"
"68",-0.646433464603997,0.327054925723607,0.451695038062175,0.451695038062175,"cent vs eld"
"69",2.30031675295571,0.448570687820835,0.000453780909905932,0.000453780909905932,"cent vs eld"
"70",-1.40460217798007,0.500268367938604,0.154285171019351,0.154285171019351,"cent vs eld"
"71",-0.195307958530721,0.451518155004822,0.895687865016822,0.895687865016822,"cent vs eld"
"72",0.316430983743152,0.372579181593226,0.832109367178134,0.832109367178134,"cent vs eld"
"73",-0.0205165746948543,0.50273527429112,0.974942429399312,0.974942429399312,"cent vs eld"
"74",-2.01013974688229,0.487223630819297,0.00731032741797189,0.00731032741797189,"cent vs eld"
"75",-0.355541938088461,0.365499658937929,0.813485242680624,0.813485242680624,"cent vs eld"
"76",2.09558038951525,0.520157778055435,0.0140997722931546,0.0140997722931546,"cent vs eld"
